Source.IP,Source.Port,Destination.IP,Destination.Port,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,SYN_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
10.200.7.4,3128,192.168.32.62,58418,178,50,50,50,0,178,178,178,0,282801,217659,30692,0,30692,30692,0,0,0,0,0,0,0,0,0,0,32,32,32.58178027,32.58178027,50,178,92.66666667,73.90083446,5461.333333,0,1,139,50,178,1,50,1,178,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.32.62,58417,10.200.7.4,3128,0,168,0,26.55555556,53.6169542,0,0,0,0,2.686603588,0.112410192,9884433.889,16861326.58,49024575,7,88958755,11119844.38,17584674.57,49024575,7,0,0,0,0,0,288,40,0.101169173,0.011241019,0,168,21.72727273,49.14486933,2415.218182,1,0,23.9,26.55555556,0,9,239,1,0,-1,29200,6,0,899123,978396.7831,1590954,207292,29053886.33,17591426.19,49024575,15853426,DoS slowloris
10.200.7.4,3128,192.168.32.62,58411,166,29,29,29,0,83,83,83,0,39210,149831,58.33333333,95.84014469,169,3,3,3,0,3,3,3,3,0,3,3,40,40,11428.57143,11428.57143,29,83,50.6,29.57701811,874.8,0,1,63.25,29,83,2,58,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.32.62,58393,10.200.7.4,3128,0,369,0,36.68888889,105.2062525,0,0,0,0,20.43814936,0.569445712,1795117.956,5633076.574,20900000,2,80800000,1835758.909,5691523.55,20900000,2,0,0,0,0,0,1620,40,0.557066457,0.012379255,0,369,35.12765957,103.1656787,10643.15726,1,0,35.89130435,36.68888889,0,45,1651,1,0,-1,29200,5,0,296522,98104.3455,442649,237279,19600000,1060762.999,20900000,18300000,DoS Hulk
10.200.7.4,3128,192.168.32.62,58411,0,347,0,69.4,155.1831176,0,0,0,0,1942.345368,33.5852225,35730,65567.90132,152287,1,160939,40234.75,74812.52854,152287,1,0,0,0,0,0,196,40,27.98768542,5.597537084,0,347,49.57142857,131.1536721,17201.28571,1,0,57.83333333,69.4,0,5,347,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.32.62,58418,643,1497,0,228.15,543.4368481,215,0,33.84210526,76.92150628,201096,30640,3119292.447,4540691.094,10004246,3,118533113,6238584.895,4703526.774,10028164,24246,112960279,6275571.056,4847829.979,10028827,3,412,524,0.168729223,0.160292761,0,1497,130.15,395.5813994,156484.6436,0,0,133.4871795,228.15,33.84210526,20,4563,19,643,8192,1187,19,20,272410.1818,823906.5903,2756582,23866,9996670,15621.36963,10004246,9949701,BENIGN
10.200.7.4,3128,192.168.32.62,58393,4330,551,0,44,126.9940944,1448,0,227.8947368,474.6706337,207230,33428,2976068.359,4557431.841,10024421,1,116066666,5803333.3,4953727.773,10048051,3,110551910,6141772.778,5035053.464,10056158,192,680,616,0.180930501,0.163699025,0,1448,128.1463415,343.9596314,118308.228,0,0,131.35,44,227.8947368,21,924,19,4330,29200,1007,4,32,29126.91667,15855.57058,78882,23559,9643095,1307654.419,10024421,5490820,BENIGN
10.200.7.195,39407,68.67.178.173,443,0,168,0,24.4,50.89902859,0,0,0,0,3.916441186,0.176560873,6230145.9,9807888.847,22991449,4,62300551,6922283.444,10140495.91,22991449,4,0,0,0,0,0,320,40,0.160509885,0.016050988,0,168,20.33333333,47.00934788,2209.878788,1,0,22.18181818,24.4,0,10,244,1,0,-1,29200,7,0,521084,734350.1913,1040348,1820,20352964.33,2285060.276,22991449,19016417,DoS slowloris
10.200.7.195,38767,68.67.178.199,443,0,0,0,0,0,0,0,0,0,0,3.563506134,561245,0,561245,561245,0,0,0,0,0,0,0,0,0,0,20,44,1.781753067,1.781753067,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,355,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.195,39407,68.67.178.173,443,0,168,0,24.55555556,54.26811014,0,0,0,0,3.543519234,0.160340237,6929708.556,14219479.54,39087404,4,62366342,7795792.75,14945335.9,39087404,4,0,0,0,0,0,288,40,0.144306213,0.016034024,0,168,20.09090909,49.54483736,2454.690909,1,0,22.1,24.55555556,0,9,221,1,0,-1,29200,5,0,121778,169162.5695,241394,2162,30965383,11486272.25,39087404,22843362,DoS slowloris
10.200.7.195,38767,68.67.178.199,443,0,6,6,6,0,0,0,0,0,109599,177075,564,0,564,564,564,564,0,564,564,0,0,0,0,0,40,0,3546.099291,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,106,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.32.8,55263,10.200.7.5,3128,714,37,37,37,0,357,357,357,0,131869,106654,100.6666667,168.2983462,295,3,3,3,0,3,3,4,4,0,4,4,64,64,6622.516556,6622.516556,37,357,165,175.2712184,30720,0,1,206.25,37,357,2,74,2,714,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.32.8,55262,10.200.7.5,3128,0,354,0,52.38461538,127.9879802,0,0,0,0,5.769278618,0.118604847,9079924.692,32600000,118000000,4,118000000,9834416.917,33900000,118000000,4,0,0,0,0,0,424,40,0.110133072,0.008471775,0,354,45.4,119.9189012,14380.54286,1,0,48.64285714,52.38461538,0,13,681,1,0,-1,29200,2,0,276159,0,276159,276159,118000000,0,118000000,118000000,DoS Hulk
10.200.7.5,3128,192.168.32.8,55263,0,338,0,43.93333333,115.9842764,0,0,0,0,31.43532501,0.763224887,1397578.467,5282293.36,20500000,7,21000000,1496585.571,5467232.591,20500000,7,0,0,0,0,0,488,40,0.715523331,0.047701555,0,338,38.76470588,109.4700469,11983.69118,1,0,41.1875,43.93333333,0,15,659,1,0,-1,29200,2,0,226559,0,226559,226559,20500000,0,20500000,20500000,DoS Hulk
10.200.7.5,3128,192.168.32.8,55262,0,332,0,132.8,181.8438891,0,0,0,0,2906.709509,26.26544737,45687.4,87456.56713,201820,339,225595,56398.75,97125.25275,201820,339,0,0,0,0,0,160,40,21.88787281,4.377574561,0,332,94.85714286,161.9994121,26243.80952,1,0,110.6666667,132.8,0,5,664,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.32.8,55263,0,0,0,0,0,0,0,0,0,0,751.5406583,1663.25,2081.934577,4326,6,4339,1446.333333,2493.864538,4326,6,0,0,0,0,0,104,32,601.2325267,150.3081317,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,274,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.32.8,55262,98,33,33,33,0,49,49,49,0,322374,151600,56.33333333,57.95112884,118,3,48,48,0,48,48,3,3,0,3,3,64,64,11834.31953,11834.31953,33,49,39.4,8.76356092,76.8,0,1,49.25,33,49,2,66,2,98,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.195,38766,68.67.178.199,443,0,350,0,87.5,162.0185175,0,0,0,0,215.1735467,2.766517029,406648.5,1052490.746,3005412,5,247776,35396.57143,77233.09959,209315,5,0,0,0,0,0,288,40,2.459126248,0.307390781,0,350,70,147.5729575,21777.77778,1,0,77.77777778,87.5,0,8,700,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.32.8,55261,10.200.7.5,3128,68177,517,0,23.3255814,96.09611283,2836,0,1136.283333,770.289668,249539,66352,1139197.382,3141938.46,10023765,1,116198133,2766622.214,4460154.536,10059977,2,110909157,1879816.22,3943820.01,10060005,1,1384,1928,0.370057581,0.516359415,0,2836,665.1923077,805.738232,649214.0986,0,1,671.6504854,23.3255814,1136.283333,43,1003,60,68177,29200,349,4,32,71366.25,121570.0855,457403,36151,9611811.25,1372865.628,10023765,5252659,BENIGN
10.200.7.217,42448,23.9.60.226,443,0,168,0,21.09090909,49.22896413,0,0,0,0,3.3597462,0.173779976,6277530.455,10449432.45,27522211,3,68054268,6805426.8,10858955.26,27522211,3,0,0,0,0,0,360,40,0.159298311,0.014481665,0,168,17.84615385,45.63230974,2082.307692,1,0,19.33333333,21.09090909,0,11,232,1,0,-1,29200,6,0,1212536,300666.046,1425139,999933,22209254.33,4627939.104,27522211,19055595,DoS slowloris
172.19.1.46,52511,10.200.7.7,3128,188,44,44,44,0,94,94,94,0,49130,143723,66.66666667,74.09678356,148,3,3,3,0,3,3,49,49,0,49,49,40,40,10000,10000,44,94,64,27.38612788,750,0,1,80,44,94,2,88,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.180.37,2219,10.200.7.9,3128,0,394,0,98.5,197,0,0,0,0,71.35491391,0.905519212,1380423.5,2732791.712,5479568,4565,5489951,1829983.667,3160632.808,5479568,4565,0,0,0,0,0,128,40,0.72441537,0.181103842,0,394,65.66666667,160.8498264,25872.66667,1,0,78.8,98.5,0,4,394,1,0,-1,29200,1,0,36308,0,36308,36308,5479568,0,5479568,5479568,DoS Hulk
10.200.7.199,47282,207.244.80.182,443,0,23,6,14.5,12.02081528,0,0,0,0,321685,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,40,0,666666.6667,0,6,23,17.33333333,9.814954576,96.33333333,1,0,26,14.5,0,2,29,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.32.62,58394,10.200.7.4,3128,872,436,0,147.3333333,250.0106664,860,0,218,428.0093457,139425,111540,7868.333333,11801.26499,23128,4,23471,11735.5,16087.38638,23111,360,24136,8045.333333,13409.17456,23525,4,72,92,63.54585893,84.7278119,0,860,164.25,319.3698036,101997.0714,0,1,187.7142857,147.3333333,218,3,442,4,872,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.32.62,58394,0,296,0,59.2,132.3752243,0,0,0,0,1595.885204,32.34902441,37095.4,72484.72083,166099,3,168043,42010.75,82730.33644,166099,3,0,0,0,0,0,160,40,26.95752034,5.391504068,0,296,42.28571429,111.877484,12516.57143,1,0,49.33333333,59.2,0,5,296,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.32.62,58394,368,56,56,56,0,184,184,184,0,74194,107918,96.66666667,126.4291633,240,1,1,1,0,1,1,49,49,0,49,49,64,64,6896.551724,6896.551724,56,184,107.2,70.10848736,4915.2,0,1,134,56,184,2,112,2,368,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.32.62,58407,10.200.7.4,3128,0,0,0,0,0,0,0,0,0,2,245860,202,0,202,202,202,202,0,202,202,0,0,0,0,0,64,0,9900.990099,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.32.62,58366,10.200.7.4,3128,0,364,0,71.85714286,143.1217111,0,0,0,0,9.663003706,0.144080572,7436315.357,26300000,98600000,1,104000000,8007739.462,27300000,98600000,1,0,0,0,0,0,504,40,0.134475201,0.009605371,0,364,62.875,135.4808104,18355.05,1,0,67.06666667,71.85714286,0,14,1006,1,0,-1,29200,3,0,5278863,0,5278863,5278863,98600000,0,98600000,98600000,DoS Hulk
10.200.7.4,3128,192.168.32.62,58366,200,44,44,44,0,100,100,100,0,132554,178116,3657,6328.047645,10964,3,4,4,0,4,4,3,3,0,3,3,64,64,182.2987877,182.2987877,44,100,66.4,30.67246322,940.8,0,1,83,44,100,2,88,2,200,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.230.1.3,50365,10.200.7.4,3128,0,347,0,38.55555556,115.6666667,0,0,0,0,8.952070152,0.257984731,4306887.111,12900000,38600000,1,38800000,4845246.625,13600000,38600000,1,0,0,0,0,0,308,20,0.232186258,0.025798473,0,347,31.54545455,104.6244366,10946.27273,0,0,34.7,38.55555556,0,9,347,1,0,-1,0,1,0,11,0,11,11,38600000,0,38600000,38600000,DoS Hulk
192.168.180.117,59781,10.200.7.7,3128,254,31,31,31,0,127,127,127,0,42732,118462,8037,13915.29619,24105,3,3,3,0,3,3,3,3,0,3,3,40,40,82.94969101,82.94969101,31,127,69.4,52.58136552,2764.8,0,1,86.75,31,127,2,62,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.7,3128,192.168.180.117,59781,5131,645,0,79.61538462,178.2281022,1595,0,641.375,735.5833327,120367,231578,13101.2,21360.35398,62598,1,262024,21835.33333,25577.56237,62598,1,210559,30079.85714,40773.2139,109645,50,428,264,49.61377584,30.53155436,0,1595,280.2727273,526.1675617,276852.303,0,0,293.6190476,79.61538462,641.375,13,1035,8,5131,65535,140,6,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.7,3128,192.168.180.117,59781,254,41,41,41,0,127,127,127,0,72245,127428,69,114.3153533,201,3,3,3,0,3,3,3,3,0,3,3,64,64,9661.835749,9661.835749,41,127,75.4,47.10413995,2218.8,0,1,94.25,41,127,2,82,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,33374,104.91.156.236,80,0,168,0,24.3,51.16867531,0,0,0,0,4.094855663,0.185363837,5934275.1,11363210.56,33884375,5,58344125,6482680.556,11911316.15,33884375,5,0,0,0,0,0,328,40,0.168512579,0.016851258,0,168,20.25,47.24043915,2231.659091,1,0,22.09090909,24.3,0,10,243,1,0,-1,29200,6,0,621161,822387.8139,1202677,39645,19297952.67,14070272.86,33884375,5807985,DoS slowloris
192.168.180.117,59783,10.200.7.7,3128,0,6,6,6,0,0,0,0,0,146565,197919,40338,0,40338,40338,40338,40338,0,40338,40338,0,0,0,0,0,40,0,49.58104021,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,237,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,33375,104.91.156.236,80,220,47,47,47,0,110,110,110,0,6777,103337,10413.33333,18021.70054,31223,4,13,13,0,13,13,4,4,0,4,4,64,64,64.02048656,64.02048656,47,110,72.2,34.50652112,1190.7,0,1,90.25,47,110,2,94,2,220,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.180.117,59782,10.200.7.7,3128,0,0,0,0,0,0,0,0,0,2,199410,366371,0,366371,366371,366371,366371,0,366371,366371,0,0,0,0,0,64,0,5.458947351,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,319,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.7,3128,192.168.180.117,59782,6,37,0,18.5,26.1629509,6,6,6,0,86988,104214,115.5,12.02081528,124,107,231,231,0,231,231,0,0,0,0,0,64,20,8658.008658,4329.004329,0,37,20,19.78214683,391.3333333,1,0,26.66666667,18.5,6,2,37,1,6,972,0,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.9,3128,172.19.1.35,53461,0,361,0,60.16666667,147.3776329,0,0,0,0,1891.726187,36.68167122,31805.16667,53818.76615,141549,7125,178299,35659.8,59237.97769,141549,7125,0,0,0,0,0,204,40,31.44143247,5.240238745,0,361,45.125,127.632774,16290.125,1,0,51.57142857,60.16666667,0,6,361,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.199,42344,134.170.58.189,443,0,168,0,27.5,57.19390577,0,0,0,0,3.83715063,0.156974344,7166776.25,10214193.26,25047317,4,57332919,8190417,10580084.64,25047317,4,0,0,0,0,0,256,40,0.13953275,0.017441594,0,168,22,51.75583703,2678.666667,1,0,24.44444444,27.5,0,8,220,1,0,-1,29200,5,0,21030,26121.93871,39501,2559,19030651,5228335.665,25047317,15591863,DoS slowloris
10.200.7.9,3128,172.19.1.35,53461,0,292,0,32.44444444,97.33333333,0,0,0,0,669.4652761,22.92689302,48463.22222,85604.79861,231958,1,424500,53062.5,90318.80893,231958,1,0,0,0,0,0,380,40,20.63420371,2.292689302,0,292,26.54545455,88.04131262,7751.272727,1,0,29.2,32.44444444,0,9,292,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.218,50665,208.113.207.49,80,0,0,0,0,0,0,0,0,0,0,13.55582968,110653.5,156474.9525,221298,9,221298,221298,0,221298,221298,0,0,0,0,0,40,20,9.03721979,4.518609895,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
172.19.1.64,49885,10.200.7.8,3128,0,309,0,38.625,109.2479977,0,0,0,0,253.5871503,7.386033503,152314.5,349208.2506,1000374,1,218142,31163.14286,72659.41233,195729,1,0,0,0,0,0,264,40,6.565363114,0.820670389,0,309,30.9,97.7143797,9548.1,1,0,34.33333333,38.625,0,8,309,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.199,33377,104.91.156.236,80,0,359,0,51.28571429,135.6892458,0,0,0,0,2559.915573,57.04547237,20034.14286,43255.9287,117345,2,124945,20824.16667,47329.14203,117345,2,0,0,0,0,0,300,40,49.91478833,7.130684047,0,359,39.88888889,119.6666667,14320.11111,1,0,44.875,51.28571429,0,7,359,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.180.37,2221,10.200.7.9,3128,6,31,0,15.5,21.92031022,6,6,6,0,245159,195174,32,41.01219331,61,3,3,3,0,3,3,0,0,0,0,0,64,20,31250,15625,0,31,17,16.35033129,267.3333333,1,0,22.66666667,15.5,6,2,31,1,6,1877,0,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,47286,207.244.80.182,443,160,517,0,85.57142857,191.3085267,160,0,53.33333333,92.37604307,48003,83933,615125.7778,1810504.589,5442890,2,5536132,922688.6667,2242568.349,5500291,2,78029,39014.5,31708.78939,61436,16593,232,104,1.264420718,0.541894594,0,517,69,156.2305988,24408,0,0,75.9,85.57142857,53.33333333,7,599,3,160,29200,59,3,32,93240,0,93240,93240,5442890,0,5442890,5442890,BENIGN
10.200.7.9,3128,192.168.180.37,2221,0,188,0,58.5,85.18639693,0,0,0,0,9.800811819,0.184288769,5968893.3,8787166.604,27732366,42,58688518,6520946.444,9134413.169,27732366,42,0,0,0,0,0,328,40,0.167535245,0.016753524,0,188,48.75,80.3482477,6455.840909,1,0,53.18181818,58.5,0,10,585,1,0,-1,29200,6,0,2332116.5,3241728.917,4624365,39868,13756175,9753481.301,27732366,5240015,DoS slowloris
192.168.10.47,51932,10.200.7.6,3128,0,168,0,24.44444444,54.30034786,0,0,0,0,4.136994621,0.18804521,5908744.556,10049697.81,29074468,3,53177810,6647226.25,10479270.92,29074468,3,0,0,0,0,0,312,40,0.169240689,0.018804521,0,168,20,49.56409991,2456.6,1,0,22,24.44444444,0,9,220,1,0,-1,29200,5,0,219984,308220.7749,437929,2039,17513485,10044923.52,29074468,10921672,DoS slowloris
10.200.7.199,32900,179.1.4.217,80,77,57,57,57,0,77,77,77,0,281104,89399,182226,0,182226,182226,0,0,0,0,0,0,0,0,0,0,20,20,5.487691109,5.487691109,57,77,63.66666667,11.54700538,133.3333333,0,1,95.5,57,77,1,57,1,77,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
172.19.1.57,50212,10.200.7.7,3128,0,37,0,18.5,26.1629509,0,0,0,0,34608,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,1,0,37,18.5,0,2,37,0,0,114,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.19.1.46,52512,10.200.7.7,3128,61,45,45,45,0,61,61,61,0,318794,120819,112080,0,112080,112080,0,0,0,0,0,0,0,0,0,0,20,32,8.92219843,8.92219843,45,61,50.33333333,9.237604307,85.33333333,0,1,75.5,45,61,1,45,1,61,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.180.117,59784,10.200.7.7,3128,116,40,40,40,0,116,116,116,0,225168,217189,30838,0,30838,30838,0,0,0,0,0,0,0,0,0,0,20,20,32.42752448,32.42752448,40,116,65.33333333,43.87862046,1925.333333,0,1,98,40,116,1,40,1,116,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.7,3128,192.168.180.117,59784,560,168,0,62.36363636,80.65143858,172,0,93.33333333,77.75517132,35216,82174,625308.5,2487046.628,9951603,1,10004936,1000493.6,3145143.091,9951603,1,545,109,104.8951858,230,4,244,144,1.099457308,0.599703986,0,172,69.22222222,78.24287643,6121.947712,0,0,73.29411765,62.36363636,93.33333333,11,686,6,560,8192,2052,9,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,32902,179.1.4.217,80,0,411,0,69.0625,150.9121019,0,0,0,0,17.87888066,0.275059703,3862797.75,14800000,59200000,1,61800000,4119456.133,15200000,59200000,1,0,0,0,0,0,616,40,0.25887972,0.016179983,0,411,61.38888889,143.5057445,20593.89869,1,0,65,69.0625,0,16,1105,1,0,-1,29200,3,0,399738,0,399738,399738,59200000,0,59200000,59200000,DoS Hulk
10.200.7.4,3128,172.19.1.68,50042,0,375,0,93.75,187.5,0,0,0,0,288.8786348,3.85171513,324530.75,467372.0008,998826,8794,299297,99765.66667,156648.7297,280647,8794,0,0,0,0,0,124,40,3.081372104,0.770343026,0,375,62.5,153.0931089,23437.5,1,0,75,93.75,0,4,375,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.196,52088,216.109.112.213,80,0,6,6,6,0,0,0,0,0,31181,143725,1,0,1,1,1,1,0,1,1,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,52088,216.109.112.213,80,102,35,35,35,0,51,51,51,0,274039,118003,81.66666667,99.12281944,193,3,49,49,0,49,49,3,3,0,3,3,64,64,8163.265306,8163.265306,35,51,41.4,8.76356092,76.8,0,1,51.75,35,51,2,70,2,102,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.130,53950,10.200.7.6,3128,0,168,0,30,61.35416313,0,0,0,0,3.835153698,0.146101093,7822372.286,12390375.12,32406811,4,54755578,9125929.667,13036559.17,32406811,4,0,0,0,0,0,224,40,0.127838457,0.018262637,0,168,23.33333333,54.75627818,2998.25,1,0,26.25,30,0,7,210,1,0,-1,29200,4,0,19807,25506.75581,37843,1771,18238997.33,13256515.86,32406811,6136126,DoS slowloris
10.200.7.194,34638,31.13.73.7,443,0,352,0,117.3333333,203.2272948,0,0,0,0,1538.461538,17.48251748,76266.66667,118086.3843,212572,4946,217518,108759,146813.7526,212572,4946,0,0,0,0,0,108,40,13.11188811,4.370629371,0,352,70.4,157.4191856,24780.8,1,0,88,117.3333333,0,3,352,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.230.1.110,50334,10.200.7.5,3128,282,567,0,63,189,282,0,31.33333333,94,41494,25916,3598501.294,4929286.151,10137491,52,51105844,6388230.5,5230478.613,10240027,7988,61068202,7633525.25,4678098.45,10240035,654,296,296,0.147120071,0.147120071,0,567,44.68421053,142.0242752,20170.89474,0,1,47.16666667,63,31.33333333,9,567,9,282,29200,110,1,32,126731.2,50983.75772,217872,102536,10094437.6,61365.06967,10137491,10003946,BENIGN
10.200.7.199,32903,179.1.4.217,80,0,347,0,49.57142857,131.1536721,0,0,0,0,274.7433288,6.334140144,180428.1429,377673.1712,1016592,4,246405,41067.5,89581.04375,223692,4,0,0,0,0,0,268,40,5.542372626,0.791767518,0,347,38.55555556,115.6666667,13378.77778,1,0,43.375,49.57142857,0,7,347,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.130,53940,10.200.7.6,3128,0,354,0,39.33333333,118,0,0,0,0,2057.027305,58.10811596,19121.44444,46268.09731,141925,2,157549,19693.625,49428.62459,141925,2,0,0,0,0,0,380,40,52.29730436,5.810811596,0,354,32.18181818,106.735016,11392.36364,1,0,35.4,39.33333333,0,9,354,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.130,53938,10.200.7.6,3128,0,37,0,9.25,18.5,0,0,0,0,99820,24093,4753051.667,8232465.49,14259084,3,14259155,4753051.667,8232465.49,14259084,3,0,0,0,0,0,128,0,0.280521532,0,0,37,7.4,16.54690303,273.8,0,0,9.25,9.25,0,4,37,0,0,33285,-1,1,32,3,0,3,3,14259084,0,14259084,14259084,BENIGN
10.200.7.6,3128,192.168.10.130,53940,202,39,39,39,0,101,101,101,0,63490,146482,61116.66667,105851.1097,183343,3,4,4,0,4,4,3,3,0,3,3,40,64,10.90809926,10.90809926,39,101,63.8,33.95879857,1153.2,0,1,79.75,39,101,2,78,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.130,53942,10.200.7.6,3128,5646,250,0,60.92857143,86.4224546,1882,0,513.2727273,710.9365782,244486,149285,4708.75,7878.222125,23570,1,113010,8693.076923,10069.11009,27116,3,71218,7121.8,13262.85939,38759,1,456,360,123.8828422,97.33651889,0,1882,249.9615385,508.9916684,259072.5185,0,0,259.96,60.92857143,513.2727273,14,853,11,5646,29200,290,7,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,38820,98.138.49.44,443,0,335,0,33.5,105.9363016,0,0,0,0,439.5039247,14.43147215,76222.3,171586.5463,536735,1,738649,82072.11111,180934.2628,536735,1,0,0,0,0,0,436,40,13.11952014,1.311952014,0,335,27.91666667,96.70617009,9352.083333,1,0,30.45454545,33.5,0,10,335,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.130,53941,10.200.7.6,3128,122,44,44,44,0,122,122,122,0,234456,217018,30904,0,30904,30904,0,0,0,0,0,0,0,0,0,0,20,20,32.35827077,32.35827077,44,122,70,45.033321,2028,0,1,105,44,122,1,44,1,122,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.10.130,53940,0,346,0,60.45454545,134.6383033,0,0,0,0,6.553878976,0.118265485,9224238.909,30500000,101000000,2,101000000,10100000,31900000,101000000,2,0,0,0,0,0,348,40,0.108410028,0.009855457,0,346,51.15384615,124.9865634,15621.64103,1,0,55.41666667,60.45454545,0,11,665,1,0,-1,29200,2,0,215535,0,215535,215535,101000000,0,101000000,101000000,DoS Hulk
10.200.7.6,3128,192.168.10.130,53938,0,168,0,20.90909091,49.27160348,0,0,0,0,3.904964638,0.203737285,5354489.182,8832061.072,25039504,4,57899771,5789977.1,9184476.987,25039504,4,0,0,0,0,0,368,40,0.186759178,0.016978107,0,168,17.69230769,45.65885204,2084.730769,1,0,19.16666667,20.90909091,0,11,230,1,0,-1,29200,6,0,1148548.667,1619109.099,3006273,37589,18484578.33,5713674.89,25039504,14558430,DoS slowloris
